ID	Log2fc_(FLT)v(GC)	Stat_(FLT)v(GC)	P.value_(FLT)v(GC)	Adj.p.value_(FLT)v(GC)
AT1G04483	-1.740723049	-1.002357517	0.316170953	NA
AT1G04487	0.558760461	1.392633002	0.163730798	0.366722012
AT1G04490	0.008926722	0.034143911	0.972762393	0.988482947
AT1G04500	-1.333342496	-2.083179822	0.037234836	0.136441715
AT1G04503	-0.008188406	-0.010752629	0.991420808	0.996283993
AT1G04510	-0.081219736	-0.418538466	0.675553469	0.82588755
AT1G04513	-0.291635856	-0.432114043	0.665658529	0.820009696
AT1G04520	1.035297614	5.363140775	8.17872145930774e-08	6.05980747613995e-06
AT1G04530	-0.123486215	-0.752000762	0.4520506	0.667023354
AT1G04533	-1.403315495	-2.235603965	0.025377725	0.104479342
AT1G04537	-0.557658582	-0.498477836	0.618147287	0.789384279
AT1G04540	-0.092073546	-0.291823623	0.770421483	0.881905914
AT1G04550	-0.266797166	-1.322783219	0.185907479	0.397275421
AT1G04555	-0.269495459	-1.319688064	0.186939187	0.398564899
AT1G04560	0.867038069	0.741044722	0.458666325	0.672180916
AT1G04563	-0.374514919	-0.228004902	0.81964243	NA
AT1G04567	-0.345385974	-0.257212735	0.797014554	NA
AT1G04570	-0.391576186	-1.288911199	0.19742896	0.412450981
AT1G04577	-1.365310983	-0.726197846	0.467717493	NA
AT1G04580	-0.825095325	-1.858527346	0.063094164	0.197154035
AT1G04583	1.044286389	0.890776822	0.373048912	0.601287442
AT1G04587	0.497207801	0.839728373	0.401060702	0.626669873
AT1G04590	0.283568309	1.412831275	0.15770534	0.358547321
AT1G04600	0.456457378	1.113293409	0.265582436	0.493867427
AT1G04607	-0.084332903	-0.043755914	0.965098969	NA
AT1G04610	0.102149473	0.414103594	0.67879824	0.828249912
AT1G04620	0.422858401	1.971047021	0.048718498	0.165136518
AT1G04625	-2.807304185	-1.254981372	0.209485522	NA
AT1G04630	0.346949002	3.052947214	0.002266058	0.018011561
AT1G04635	0.257187443	0.851962627	0.394234835	0.620685757
AT1G04640	0.684378686	3.59857913	0.000319961	0.004163372
AT1G04643	2.245160159	1.134342277	0.256651002	NA
AT1G04645	0.298197354	0.169988671	0.865019046	NA
AT1G04647	-2.819217429	-1.360856321	0.173559099	0.37992778
AT1G04650	0.268042724	0.953167877	0.340505019	0.57080165
AT1G04660	-0.346600522	-0.781263373	0.434647607	0.652518332
AT1G04677	0.347009284	0.249441999	0.803018901	NA
AT1G04680	0.29563166	1.519951618	0.128523136	0.315111261
AT1G04690	0.239742612	1.484687395	0.137626652	0.328533148
AT1G04693	-0.202185842	-0.08108584	0.935373686	NA
AT1G04697	0.392781701	0.538561562	0.590189416	0.77139083
AT1G04700	-0.08555816	-0.380059331	0.703901374	0.843794481
AT1G04707	-4.882695818	-2.260571408	0.02378581	0.099689582
AT1G04710	0.756520087	3.494233262	0.000475425	0.005586249
AT1G04723	0.559890131	0.591368872	0.554273292	NA
AT1G04730	0.52452089	2.293997133	0.021790663	0.093903488
AT1G04733	1.348657909	1.479302506	0.139059483	0.330399454
AT1G04737	2.096368902	1.066405448	0.2862404	NA
AT1G04750	0.25965339	2.049519165	0.040411376	0.144397275
AT1G04753	-1.534819847	-0.829231028	0.406973691	NA
AT1G04760	-0.042409338	-0.107600015	0.914312985	0.961249564
AT1G04763	-0.142943822	-0.063879423	0.949066237	NA
AT1G04767	-5.455778953	-1.430200243	0.152659556	NA
AT1G04770	0.259154189	0.80103077	0.423113833	0.643760599
AT1G04778	-1.138732141	-2.474396592	0.013346145	0.066273192
AT1G04780	-0.307043707	-2.217462331	0.026591514	0.10808029
AT1G04783	-2.447119594	-1.431963513	0.152154264	NA
AT1G04787	-2.209939249	-1.088065484	0.2765662	NA
AT1G04790	-0.020299628	-0.133137099	0.894084955	0.950072462
AT1G04793	-3.073280772	-1.167242221	0.243112565	NA
AT1G04797	-0.556902077	-0.614684065	0.538763385	NA
AT1G04800	0.950868213	5.3632288	8.17473509941988e-08	6.05980747613995e-06
AT1G04803	-0.634634472	-0.553992579	0.579583925	NA
AT1G04807	-0.115057673	-0.062997159	0.949768766	NA
AT1G04810	-0.155156356	-0.831854592	0.405491025	0.630429611
AT1G04817	0.439606008	0.29967034	0.764428625	NA
AT1G04820	0.537951328	3.650271035	0.000261964	0.003578735
AT1G04827	0.189049289	0.296862292	0.766571646	0.879851277
AT1G04830	-0.146763556	-1.046393496	0.295379394	0.526126322
AT1G04833	5.701604247	2.233840735	0.025493554	0.104785537
AT1G04837	0.297063265	0.531332089	0.595188673	0.775007806
AT1G04840	-0.058770506	-0.258212161	0.796243173	0.896575209
AT1G04850	0.025095749	0.141098771	0.887791914	0.946605406
AT1G04860	-0.185620974	-1.346077426	0.178277548	0.387178179
AT1G04870	-0.191147327	-0.831630235	0.405617691	0.630475456
AT1G04873	0.578239814	1.200165957	0.230074894	0.454226286
AT1G04877	0.176284076	0.226119012	0.821108858	NA
AT1G04880	-1.170157877	-1.962552876	0.049698151	0.167399375
AT1G04883	-0.919996895	-0.669757806	0.503012195	NA
AT1G04887	0.077730186	0.091465026	0.927123095	NA
AT1G04890	-0.295704196	-0.29561098	0.767527187	NA
AT1G04893	-0.082770163	-0.065212812	0.948004561	NA
AT1G04897	0.309656736	0.735135394	0.46225704	0.675003204
AT1G04900	0.460298734	1.843332453	0.065280486	0.20153271
AT1G04907	1.302613275	2.70453679	0.00683997	0.04083446
AT1G04910	0.311508509	1.643776459	0.100222386	0.267250198
AT1G04913	2.03897285	1.161126561	0.245590435	NA
AT1G04917	-0.060721811	-0.113883588	0.909330076	0.958372005
AT1G04920	0.175356142	0.273228834	0.784677317	0.890165681
AT1G04923	-1.228602643	-1.038946943	0.298829413	NA
AT1G04930	0.035745521	0.1576854	0.874704706	0.938710544
AT1G04933	1.135867459	0.852551432	0.393908106	0.62039177
AT1G04940	0.733454243	4.937952877	7.89469121646535e-07	3.84246843412273e-05
AT1G04945	-0.107698366	-0.670651413	0.502442622	0.704940755
AT1G04947	-3.945593182	-1.612883229	0.106769879	NA
AT1G04950	0.023930571	0.126637794	0.899227082	0.952925119
AT1G04953	1.10316644	1.008602094	0.313165502	NA
AT1G04960	-0.205741019	-0.793184368	0.427670414	0.647335258
AT1G04967	0.002931313	0.001435666	0.998854505	NA
AT1G04970	-0.181516799	-1.052515905	0.292562917	0.523212873
AT1G04973	0.669959561	1.224575109	0.220735351	0.443319056
AT1G04977	-0.608828264	-1.813458296	0.069761165	0.210778378
AT1G04980	0.098586167	0.306904166	0.758916318	0.875895908
AT1G04985	-0.04686458	-0.355061414	0.722543583	0.854512833
AT1G04990	0.314049864	1.648168173	0.099318166	0.265682089
AT1G05000	-0.02199217	-0.06925597	0.944785873	0.975781023
AT1G05005	-0.005779344	-0.002743819	0.997810752	NA
AT1G05010	-0.369150042	-0.866567161	0.386179213	0.613578103
AT1G05017	-0.637772094	-0.318512567	0.750096164	NA
AT1G05020	-0.51890709	-1.944800832	0.051798954	0.172381261
AT1G05023	-2.401534451	-1.192980357	0.232877066	NA
AT1G05027	-0.105897428	-0.101041581	0.919517452	NA
AT1G05030	0.233347325	1.126195148	0.260082927	0.487374244
AT1G05033	0.291580098	0.467217189	0.640344497	0.804893116
AT1G05040	0.042753622	0.030306816	0.975822361	NA
AT1G05043	0.399833685	0.534667295	0.59287994	0.773646969
AT1G05047	0.161682941	0.129506097	0.896957201	NA
AT1G05055	0.116322003	0.742074547	0.458042171	0.671646987
AT1G05057	0.952690358	2.103115363	0.035455686	0.131959133
AT1G05060	-0.548558666	-1.382612799	0.166783623	0.370911826
AT1G05065	0.824325862	2.239348505	0.025133249	0.103840355
AT1G05067	-1.638378578	-0.639909402	0.522231501	NA
AT1G05070	0.276831505	1.896117303	0.057944535	0.185813867
AT1G05077	-1.06738669	-0.604230339	0.545690513	NA
AT1G05080	-1.854223928	-1.835785139	0.06638944	NA
AT1G05083	-0.450283099	-0.48047948	0.630886491	NA
AT1G05087	-0.004361534	-0.011702693	0.990662815	0.995895247
AT1G05090	-0.133176466	-0.731949464	0.464199414	0.676327615
AT1G05100	1.075395963	2.161800718	0.03063354	0.11907925
AT1G05103	2.47898654	0.765395912	0.444035826	NA
AT1G05107	0.123869227	0.114984927	0.908457069	NA
AT1G05120	-0.187694489	-1.01443281	0.310376275	0.541094345
AT1G05133	-2.466800401	-1.722845995	0.084916379	NA
AT1G05140	0.176093583	0.80123952	0.422992996	0.643703039
AT1G05143	2.187456357	1.367545266	0.171454459	NA
AT1G05150	0.236157951	1.406197194	0.159665577	0.361238905
AT1G05160	-0.093646835	-0.529068118	0.596758197	0.776130012
AT1G05163	0.391417087	0.7129079	0.47590275	0.685280994
AT1G05170	0.434170861	2.274115907	0.022959019	0.097240409
AT1G05177	-1.335781512	-0.941882597	0.346252751	NA
AT1G05180	-0.044645916	-0.330882928	0.740732918	0.86502922
AT1G05183	-0.199939041	-0.880491876	0.378592904	0.606650866
AT1G05187	6.811113382	1.602042662	0.109146176	0.282613888
AT1G05190	0.822351979	5.024001824	5.06057558944043e-07	2.67174223275951e-05
AT1G05200	0.355763981	0.95971804	0.337197141	0.567179352
AT1G05203	0.544543954	0.722219846	0.470159323	0.680451425
AT1G05205	0.542157453	2.731965862	0.006295766	0.038545001
AT1G05207	0.716988478	0.965524687	0.334282077	NA
AT1G05210	0.520314384	1.73580176	0.082598893	0.23552681
AT1G05213	0.399202379	0.883062657	0.377202419	0.605423545
AT1G05220	-0.841482283	-2.420005513	0.015520272	0.073920805
AT1G05227	0.937919517	0.468456761	0.639457985	NA
AT1G05230	0.702711475	3.555341122	0.000377489	0.004688885
AT1G05240	-0.879157856	-1.189757871	0.234141572	0.458687227
AT1G05243	1.392207186	0.831414663	0.405739418	NA
AT1G05250	-0.39215381	-1.286999236	0.198094554	0.413333615
AT1G05253	-0.235716524	-0.571601679	0.567591858	0.754582246
AT1G05260	-1.027106977	-5.300760416	1.15321342306898e-07	7.77666964860866e-06
AT1G05267	1.163580807	0.692848999	0.488404318	NA
AT1G05270	-0.498101439	-2.192557224	0.028339296	0.113264683
AT1G05273	0.927729486	1.888246812	0.058992824	0.187957827
AT1G05277	0.514579848	1.458514791	0.144698701	0.33891224
AT1G05280	-1.0816314	-2.092986784	0.036350334	0.134343213
AT1G05287	1.378660983	1.129635941	0.25862966	0.485780433
AT1G05290	0.774121399	0.485026846	0.627657302	NA
AT1G05293	-0.187421601	-0.087336194	0.930404285	NA
AT1G05297	0.081089801	0.103392353	0.917651581	NA
AT1G05300	-0.477826562	-1.845421137	0.064976301	0.20086017
AT1G05307	-1.537242333	-0.661686392	0.508172228	NA
AT1G05310	-1.042595137	-1.641832449	0.100624732	0.267791626
AT1G05317	0.220207928	0.13619678	0.891665721	NA
AT1G05320	-0.22854938	-1.176502607	0.239394091	0.464706177
AT1G05323	0.155384156	0.122073242	0.902841013	NA
AT1G05330	-0.276768632	-0.443968559	0.657065315	0.815069292
AT1G05333	-0.299024257	-0.280578373	0.779033806	0.886703595
AT1G05340	-0.546047064	-1.487751934	0.136816326	0.327483919
AT1G05347	0.631838319	0.499774274	0.617234027	0.789051577
AT1G05350	0.097990266	0.745417766	0.456019207	0.669958801
AT1G05353	-2.730147287	-1.078779502	0.280686035	NA
AT1G05360	0.145826664	0.494007526	0.621300864	0.791009797
AT1G05370	0.379852126	1.260653701	0.207433642	0.425343176
AT1G05380	-0.278592408	-1.57146164	0.116075458	0.294331938
AT1G05383	-0.910795279	-0.89534764	0.370601281	0.598862034
AT1G05385	-0.279042924	-1.050252924	0.293601843	0.524264861
AT1G05397	-0.648384863	-1.113347266	0.265559314	0.493867427
AT1G05400	-0.877454165	-2.489463851	0.012793593	0.06423367
AT1G05410	-0.134392192	-0.628819364	0.529467321	0.72678677
AT1G05420	0.615426156	1.882097386	0.059822794	0.190029671
AT1G05430	0.232617776	1.761037743	0.078232015	0.227281197
AT1G05440	0.106320394	0.328591043	0.742464819	0.866051804
AT1G05443	0.840756434	0.381057529	0.703160561	NA
AT1G05450	-0.399392916	-0.388264355	0.697820413	0.840179677
AT1G05453	0.280237801	0.572870279	0.566732529	0.753947409
AT1G05460	0.115615674	0.51538672	0.606282811	0.781883015
AT1G05467	-0.281766178	-0.433024314	0.664997106	0.819779218
AT1G05470	-0.849238516	-3.492732152	0.000478106	0.005606417
AT1G05483	-0.242908924	-0.121454937	0.903330705	NA
AT1G05487	-0.43012289	-0.500937043	0.616415431	NA
AT1G05490	0.486732213	2.120116181	0.033996249	0.12827639
AT1G05497	-1.096766283	-0.995704759	0.319393617	NA
AT1G05500	0.159599319	1.343368332	0.179152736	0.388623627
AT1G05507	-0.380254376	-0.143627536	0.885794596	NA
AT1G05510	0.17371941	0.201720052	0.840135586	0.920449937
AT1G05520	0.05737736	0.413528459	0.679219476	0.828590064
AT1G05523	-1.295508872	-0.679787694	0.4966389	0.701196946
AT1G05530	-1.074854279	-3.522998119	0.000426694	0.005147037
AT1G05540	-0.820527425	-1.589865243	0.111865184	0.287542094
AT1G05543	-0.94465718	-0.959798589	0.337156592	NA
AT1G05550	-0.549894791	-0.677096517	0.498344719	0.70236943
AT1G05553	-1.678123286	-1.375493151	0.168978608	0.373922876
AT1G05557	0.58342569	0.730192841	0.465272318	NA
AT1G05560	-0.217331135	-0.459064336	0.646187966	0.808603864
AT1G05570	-1.058909381	-3.35487054	0.000794021	0.008188345
AT1G05575	-0.63047269	-1.156872221	0.24732457	0.473602429
AT1G05577	-0.736896213	-0.97389131	0.330110509	0.560503649
AT1G05580	-1.113021285	-1.54017606	0.123517444	0.307077723
AT1G05590	0.691384976	3.818387128	0.000134327	0.002150804
AT1G05600	-0.170639544	-0.727671701	0.466814577	0.678389579
AT1G05610	0.250055186	0.328495011	0.742537416	0.866051804
AT1G05620	0.376348467	2.12736491	0.033389775	0.12659927
AT1G05630	-0.079382018	-0.611093794	0.541137488	0.734813732
AT1G05640	0.084070674	0.439848874	0.660046567	0.817051951
AT1G05647	-3.871705317	-1.536782228	0.124346647	NA
AT1G05650	-0.443735568	-0.630103447	0.528626904	0.726038318
AT1G05660	-0.859370035	-1.693084431	0.090439397	0.249238637
AT1G05670	0.085164837	0.407231289	0.683838123	0.831229022
AT1G05675	-0.815386413	-0.562947418	0.57347069	0.75855949
AT1G05680	-0.230169053	-0.209693919	0.833906572	0.917167135
AT1G05687	0.639947013	0.770627709	0.440927632	0.657322912
AT1G05690	-0.344735892	-1.127823834	0.259394325	0.486481982
AT1G05693	-1.766435145	-1.208873125	0.226711593	NA
AT1G05697	0.786551768	0.440233883	0.659767722	NA
AT1G05700	-1.57515148	-3.833043461	0.000126568	0.002064933
AT1G05703	-2.060502691	-1.221459192	0.221912208	NA
AT1G05707	-1.472664332	-0.62336947	0.533041756	NA
AT1G05710	-0.239286977	-0.607575657	0.54346895	0.736990273
AT1G05720	0.256183747	1.05686305	0.290574094	0.521218682
AT1G05727	3.666301886	1.285452839	0.198634087	NA
AT1G05730	0.898943365	1.573476881	0.115608437	0.293595709
AT1G05733	1.393908623	1.881154923	0.059950848	0.190261364
AT1G05747	-0.89173538	-0.503913948	0.614321848	NA
AT1G05750	-0.093071247	-0.495414162	0.6203078	0.790461794
AT1G05753	-1.306221891	-0.623286398	NA	NA
AT1G05757	0.680408875	0.54660502	0.584650119	NA
AT1G05760	-1.418418785	-2.509685077	0.012083887	0.06155718
AT1G05763	-1.686426143	-1.3540782	0.17571143	NA
AT1G05767	-1.491715297	-0.605363439	0.544937538	0.737918308
AT1G05770	-1.798209616	-2.505949263	0.012212314	0.062102621
AT1G05773	0.996704922	1.71799617	0.085797314	0.2414801
AT1G05780	0.507916197	2.673845315	0.007498703	0.043527277
AT1G05783	-1.066970855	-1.687700435	0.091468748	0.250995261
AT1G05785	0.170762636	0.683875875	0.494053549	0.699157897
AT1G05787	0.40965168	0.155449102	0.876467277	NA
AT1G05790	-0.121441326	-0.813134958	0.416140686	0.638790779
AT1G05800	-0.531780475	-0.555325544	0.57867201	0.762307758
AT1G05805	-0.495665214	-3.536622468	0.000405279	0.004939133
AT1G05810	0.116745894	0.726468371	0.467551691	0.678915871
AT1G05820	-0.771862022	-3.116335459	0.001831138	0.015346338
AT1G05830	-0.121959994	-0.723071486	0.469635966	0.680074739
AT1G05833	0.611724759	1.133517885	0.256996835	0.484210509
AT1G05835	0.815999813	3.722485709	0.000197271	0.002893765
AT1G05840	-0.6103396	-2.682594946	0.007305341	0.042739877
AT1G05843	0.586708876	0.65596552	0.511846309	0.712633416
AT1G05847	-0.646539974	-0.264608741	0.791310886	NA
AT1G05850	-0.061735395	-0.289558589	0.772153951	0.882954767
AT1G05853	0.763330152	1.547578758	0.121723749	0.30398272
AT1G05860	-0.0385711	-0.171542184	0.863797464	0.932670349
AT1G05863	-0.141051383	-0.14689865	0.883212017	NA
AT1G05867	-0.790039753	-0.793965611	0.427215452	NA
AT1G05870	0.450902184	1.708637628	0.087518094	0.244577593
AT1G05880	-2.044188457	-1.523535018	0.127624907	0.313536795
AT1G05890	-0.614203994	-3.351318472	0.000804277	0.008268456
AT1G05894	-0.256260802	-0.711056925	0.477048961	0.68607302
AT1G05897	1.722016578	0.580152074	0.56181207	NA
AT1G05900	0.485946379	1.865524305	0.062107949	0.195156864
AT1G05910	-0.037546086	-0.245402454	0.806144829	0.9021178
AT1G05913	0.311691933	0.626023366	0.531299616	0.727831329
AT1G05920	-0.479340522	-0.757267683	0.448889508	0.664592823
AT1G05927	0.200203031	0.086678793	0.930926834	0.969107198
AT1G05930	-1.072812931	-1.163138982	0.244773118	NA
AT1G05933	-0.423389552	-0.396664106	0.691615172	0.836561661
AT1G05937	-0.091487224	-0.190975242	0.84854499	0.925696295
AT1G05940	-0.028353516	-0.291552339	0.770628921	0.882099968
AT1G05947	-2.495096464	-1.113014251	0.265702309	NA
AT1G05950	0.865502943	3.627877833	0.00028576	0.003823011
AT1G05953	0.660526235	0.531801108	0.594863755	NA
AT1G05960	-0.007576495	-0.051330409	0.959062237	0.98306309
AT1G05963	1.712798501	1.396959662	0.162425702	NA
AT1G05970	-0.261573178	-1.104030567	0.269579878	0.498630615
AT1G05973	0.023012777	0.018773549	0.985021755	0.993609475
AT1G05977	0.670161581	0.632286138	0.52719992	NA
AT1G05990	-0.015651012	-0.040547815	0.967656388	0.986915342
AT1G06000	1.673486732	7.021429043	2.19610340837699e-12	9.28951741743468e-10
AT1G06002	3.006027704	2.011017325	0.044323627	0.154297257
AT1G06010	0.416134993	1.945797918	0.051679019	0.172078485
AT1G06020	-0.76173995	-1.144568578	0.252387915	0.478940036
AT1G06030	-0.526473312	-1.058523171	0.289816993	0.520382214
AT1G06033	2.103587912	2.288798458	0.022091065	0.094754541
AT1G06040	-0.200231872	-0.876835596	0.380575942	0.608403717
AT1G06050	-0.358637185	-1.743122841	0.08131216	0.233086175
AT1G06057	-0.33823539	-0.197217293	0.843657498	NA
AT1G06060	-0.088786384	-0.571278445	0.567810911	0.754587131
AT1G06070	0.061614279	0.459553258	0.645836916	0.808425474
AT1G06080	0.811999484	1.560093007	0.118737904	0.298877167
AT1G06083	-0.444339185	-0.752186516	0.451938901	0.667023354
AT1G06090	-1.856230807	-4.693143872	2.69038140505601e-06	0.000101775
AT1G06093	-1.055755282	-0.634910499	0.525486789	NA
AT1G06100	0.743628131	0.650010705	0.515685307	NA
AT1G06110	-0.45366868	-2.186460015	0.028781967	0.114502815
AT1G06113	0.489890213	0.394339955	0.693330069	NA
AT1G06117	-1.152889122	-0.526619062	0.598458152	NA
AT1G06120	-0.632238852	-1.217785789	0.223305386	0.446682803
AT1G06127	-1.411414077	-0.761194471	0.44654092	NA
AT1G06130	-0.032798095	-0.169735941	0.865217807	0.933200042
AT1G06135	0.056424496	0.038648875	0.969170335	0.987283285
AT1G06137	-2.245920461	-1.082245797	0.279143324	0.509957454
AT1G06140	-0.270081018	-0.902073297	0.367017933	0.595865756
AT1G06143	0.00051366	0.002243912	0.998209619	0.999326425
AT1G06147	-0.971895465	-0.245292269	0.806230137	NA
AT1G06148	-0.69475024	-0.631587431	0.527656502	0.725184813
AT1G06150	-0.104315536	-0.690126248	0.490114798	0.695765813
AT1G06160	-0.452453793	-0.5822066	0.560427528	0.749184722
AT1G06163	-0.72134176	-0.948979943	0.342630813	0.572363458
AT1G06170	-0.301983876	-0.405208664	0.685324137	0.832023485
AT1G06173	-0.128815864	-0.178871893	0.858038293	0.930090716
AT1G06177	1.266870829	0.960563372	0.336771753	0.566808568
AT1G06180	0.153553301	0.374913453	0.707724833	0.84612256
AT1G06190	0.540052301	2.442850569	0.014571769	0.070692972
AT1G06200	-0.302787775	-1.446126998	0.148141585	0.344574343
AT1G06207	0.540879291	0.290143997	0.771706078	NA
AT1G06210	-0.071995043	-0.668036159	0.504110511	0.706258644
AT1G06213	5.200722667	1.256893625	0.208792157	NA
AT1G06220	0.215872653	1.475590212	0.140053934	0.331774237
AT1G06225	-1.268870725	-1.382646619	0.166773247	0.370911826
AT1G06227	0.37403935	1.255917029	0.209146054	0.427986889
AT1G06230	-0.441818858	-3.040237246	0.002363919	0.018617659
AT1G06240	0.112508912	0.596620114	0.550761039	0.74276596
AT1G06250	0.346418543	1.310627877	0.189983516	0.402217354
AT1G06257	2.934041031	1.735861515	0.082588324	NA
AT1G06260	0.251139151	0.741852156	0.458176916	0.671675233
AT1G06265	-0.137810524	-0.3006421	0.763687425	0.878475141
AT1G06270	-0.245322621	-0.997026705	0.318751548	0.549600145
AT1G06280	-0.846986555	-0.600514954	0.548163098	NA
AT1G06287	3.85189566	1.346517938	0.178135539	NA
AT1G06290	0.390561248	1.842780617	0.065361048	0.201674374
AT1G06310	-0.81199907	-1.781871612	0.074770171	0.220193421
AT1G06313	-1.197711135	-0.846499517	0.397274143	NA
AT1G06320	0.904227803	2.319168368	0.020385909	0.089418961
AT1G06330	0.993791405	2.588130156	0.009649851	0.052283136
AT1G06333	-3.295801004	-1.594400902	0.11084627	NA
AT1G06340	0.410822018	0.59075064	0.554687512	0.745242426
AT1G06350	1.09816739	4.007702599	6.13122594055616e-05	0.001179127
AT1G06357	-1.033087103	-0.818071731	0.41331623	NA
AT1G06360	1.20943974	5.228643292	1.70758461188815e-07	1.08543595616333e-05
AT1G06377	0.616172369	0.369181715	0.711992284	NA
AT1G06380	0.189393938	1.196470728	0.231512915	0.455741204
AT1G06383	-1.189039007	-0.697248538	0.485647268	NA
AT1G06387	-0.775363869	-0.258115982	0.796317398	NA
AT1G06390	0.098448337	0.732961559	0.463581875	0.675935844
AT1G06397	-0.426399705	-0.257692156	0.796644501	NA
AT1G06400	-0.46122949	-2.875308665	0.004036327	0.027676141
AT1G06407	-1.03211928	-0.661797596	0.508100947	NA
AT1G06410	-0.199343326	-1.473790882	0.140537904	0.33255624
